OrgGroupCodeDesc,ContractNumber1,CentralNameLname1,CentralNameFname,ContractTitle1,CurrentContractStartDate,CurrentContractEndDate,CurrentContractAmount
"4010-Health Adm Health,Health Administration",2021-00000103,Central Name,Central Name 2,Bonadio - Corporate Compliance Consulting,2021-01-01 00:00:00,2022-12-31 00:00:00,44500.0800
"6010-DSS Services DSS,DSS Services",2021-00000150,Central Name,Central Name 2,Access Supports for Living - Foster Care (WMS),2021-01-01 00:00:00,2022-06-30 00:00:00,49000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000241,Central Name,Central Name 2,Midtown Arts District- Pop Up Gallery Group,2021-01-01 00:00:00,2021-12-31 00:00:00,4000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000467,Central Name,Central Name 2,Family of Woodstock - Family House Program ,2021-01-01 00:00:00,2021-12-31 00:00:00,111435.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000468,Central Name,Central Name 2,Family of Woodstock - Transitional Living Program,2021-01-01 00:00:00,2021-12-31 00:00:00,69557.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000479,Central Name,Central Name 2,Family of Woodstock - Everette Hodge Center Children's Program,2021-01-01 00:00:00,2021-12-31 00:00:00,4000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000482,Central Name,Central Name 2,YMCA - Schools Out Program ,2021-01-01 00:00:00,2021-12-31 00:00:00,10000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000424,Central Name,Central Name 2,Boys & Girls Club - Project Learn / Career Launch (Saugerties),2021-01-01 00:00:00,2021-12-31 00:00:00,7000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000423,Central Name,Central Name 2,Boys & Girls Club - Project Learn / Career Launch (Kingston),2021-01-01 00:00:00,2021-12-31 00:00:00,13000.0000
"1165-ARP District Attorney,ARP",2021-00000558,Central Name,Central Name 2,Saugerties - Discovery grant - computers and staff training,2021-01-01 00:00:00,2021-01-31 00:00:00,14728.7900
"7310-DSS Services Youth Bureau,DSS Services",2021-00000560,Central Name,Central Name 2,Cornell Cooperative Extension- 4-H Act for Change,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"6410-DSS Services Tourism,DSS Services",2021-00000069,Central Name,Central Name 2,Belo - Advertising & Marketing Services,2021-01-01 00:00:00,2021-12-31 00:00:00,382750.0000
"6772-DSS Services Office for the Aging,DSS Services",2021-00000078,Central Name,Central Name 2,Gateway - Case Management for Home Delivered Meals,2021-01-01 00:00:00,2022-12-31 00:00:00,119534.0800
"6010-DSS Services DSS,DSS Services",2021-00000124,Central Name,Central Name 2,United Way - Life Skills Case Aide,2021-01-01 00:00:00,2022-12-31 00:00:00,120000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000469,Central Name,Central Name 2,Family of Woodstock - Children Program at Washbourne House,2021-01-01 00:00:00,2021-12-31 00:00:00,24000.0000
"1430-Contracts Personnel,Contract Management",2021-00000073,Central Name,Central Name 2,George W. Redder - Hearing Officer - Section 75,2021-01-01 00:00:00,2021-12-31 00:00:00,12000.2100
"6010-DSS Admin DSS,DSS Administration",2021-00000046,Central Name,Central Name 2,SUNY Ulster - Employee Training Program ,2021-01-01 00:00:00,2021-12-31 00:00:00,45082.0000
"4010-Health Ed Health,Health Education",2021-00000141,Central Name,Central Name 2,Samadhi Center - Access to Technology ,2021-01-01 00:00:00,2022-01-01 00:00:00,1688.0000
"6010-DSS Services DSS,DSS Services",2021-00000125,Central Name,Central Name 2,VMC Group - Preschool Transportation Coordination,2021-01-01 00:00:00,2022-12-31 00:00:00,342783.8400
"6010-DSS Admin DSS,DSS Administration",2021-00000029,Central Name,Central Name 2,Family of Woodstock - Domestic Violence Shelter Washbourne (WMS),2021-01-01 00:00:00,2021-12-31 00:00:00,333448.0200
"1420-Central Svc County Attorney,Central Services",2021-00000062,Central Name,Central Name 2,Maynard O'Connor Smith & Catalinotto - Bankruptcy Services,2021-01-01 00:00:00,2022-12-31 00:00:00,49000.0200
"7310-DSS Services Youth Bureau,DSS Services",2021-00000471,Central Name,Central Name 2,New Paltz - Youth Recreational Program,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000243,Central Name,Central Name 2,Saugerties - Youth Summer Recreational Program,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000532,Central Name,Central Name 2,Woodstock - Youth Recreational Programs,2021-01-01 00:00:00,2021-12-31 00:00:00,1000.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000102,Central Name,Central Name 2,HealthAlliance Marys Ave-Methadone Maintenance Treatment Program,2021-01-01 00:00:00,2021-12-31 00:00:00,100000.0000
"6010-DSS Services DSS,DSS Services",2021-00000232,Central Name,Central Name 2,Probation - Safe Harbour Crime Victim Outreach ,2021-01-01 00:00:00,2021-12-31 00:00:00,33000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000447,Central Name,Central Name 2,Kingston - Parks and Recreation's Youth Development Programs,2021-01-01 00:00:00,2021-12-31 00:00:00,17000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000487,Central Name,Central Name 2,"YWCA - Girls, Inc. of Ulster and Dutchess County",2021-01-01 00:00:00,2021-12-31 00:00:00,6000.0000
"1680-OBS Information Services,Office of Business Services",2021-00000055,Central Name,Central Name 2,Next Step - County Website Support & Maintenance,2021-01-01 00:00:00,2022-12-31 00:00:00,40000.0600
"6772-DSS Services Office for the Aging,DSS Services",2021-00000111,Central Name,Central Name 2,Bryant Nutrition - Dietician (RD) Services,2021-01-01 00:00:00,2022-12-31 00:00:00,48000.0000
"6772-DSS Services Office for the Aging,DSS Services",2021-00000077,Central Name,Central Name 2,Jewish - Volunteer & Program Coordination for Respite Caregivers,2021-01-01 00:00:00,2022-12-31 00:00:00,18000.1300
"7310-DSS Services Youth Bureau,DSS Services",2021-00000466,Central Name,Central Name 2,Dispute Resolution - Court Appointed Advocates for Youth,2021-01-01 00:00:00,2021-12-31 00:00:00,4500.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000549,Central Name,Central Name 2,Seasoned Gives/Junior's Entrepreneurship Initiative ,2021-01-01 00:00:00,2021-12-31 00:00:00,8000.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000510,Central Name,Central Name 2,Wawarsing - Youth Recreational Program,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"6010-DSS Services DSS,DSS Services",2020-00000522,Central Name,Central Name 2,Youth Advocate Programs - YAP Youth Advocacy Raise the Age,2021-01-01 00:00:00,2021-09-30 00:00:00,67500.0000
"6010-DSS Services DSS,DSS Services",2020-00000523,Central Name,Central Name 2,Youth Advocate Programs - YAP Youth Advocacy STSJP,2021-01-01 00:00:00,2021-09-30 00:00:00,67500.0000
"3140-Jail Probation,Corrections",2021-00000135,Central Name,Central Name 2,Family of Woodstock - Juvenile Justice Diversion Services 2021,2021-01-01 00:00:00,2022-12-31 00:00:00,395000.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2021-00000088,Central Name,Central Name 2,NYCOMCO - Lease Radio Equipment - Criminal Division,2021-01-01 00:00:00,2026-12-31 00:00:00,612823.0000
"7310-DSS Services Youth Bureau,DSS Services",2021-00000538,Central Name,Central Name 2,Read & Write Program,2021-01-01 00:00:00,2021-12-31 00:00:00,2000.0000
"6772-DSS Services Office for the Aging,DSS Services",2021-00000061,Central Name,Central Name 2,Martha Cheo,2021-01-01 00:00:00,2022-12-31 00:00:00,12800.0000
"4010-Patient Serv Health,Patient Services",2021-00000563,Central Name,Central Name 2,REVENUE: COVID19 Vaccine Response,2021-01-01 00:00:00,2024-06-30 00:00:00,509862.3000
"3020-Insurance Emergency Management / E911,Insurance",2021-00000565,Central Name,Central Name 2,REVENUE: NYS DHSES - Statewide Interoperable Comm Grant (SICG20),2021-01-01 00:00:00,2023-12-31 00:00:00,540609.0000
"6772-DSS Services Office for the Aging,DSS Services",2021-00000064,Central Name,Central Name 2,York - Certified Dietician OFA Nutrition Program,2021-01-01 00:00:00,2022-12-31 00:00:00,19600.0000
"1680-OBS Information Services,Office of Business Services",2021-00000109,Central Name,Central Name 2,Superior Telephone Systems - voice/data services,2021-01-01 00:00:00,2022-07-01 00:00:00,24000.0000
"4010-Health Ed Health,Health Education",2021-00000076,Central Name,Central Name 2,Cornell - Healthy Ulster Council,2021-01-01 00:00:00,2021-12-31 00:00:00,20000.0000
"4310-Health Adm Mental Health,Health Administration",2021-00000099,Central Name,Central Name 2,HealthAlliance Hospital Broadway Campus - NYS OHM State Aid,2021-01-01 00:00:00,2021-12-31 00:00:00,174991.0000
"8090-OBS Environment,Office of Business Services",2021-00000112,Central Name,Central Name 2,Chargepoint - EV Station Network Subscription,2021-01-03 00:00:00,2021-12-31 00:00:00,1.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000343,Central Name,Central Name 2,Kingston City School District - COVID-19 - MOU POD Kate Walton,2021-01-04 00:00:00,2021-06-30 00:00:00,50900.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",2021-00000120,Central Name,Central Name 2,WB - Copy Paper,2021-01-08 00:00:00,2021-01-09 00:00:00,21190.0828
"6010-DSS Services DSS,DSS Services",2021-00000126,Central Name,Central Name 2,Krause - CPS Clinical Mental Health Collaboration,2021-01-16 00:00:00,2022-01-15 00:00:00,70000.0700
"1490-Buildings & Grds DPW,Buildings & Grounds",2020-00000449,Central Name,Central Name 2,Otis - Elevator Maintenance & Repairs Various Bldgs,2021-02-01 00:00:00,2024-01-31 00:00:00,300000.1700
"6010-DSS Services DSS,DSS Services",2021-00000204,Central Name,Central Name 2,Della Chiesa - Preschool Special Education Services,2021-02-01 00:00:00,2023-06-30 00:00:00,0.0100
"6010-DSS Services DSS,DSS Services",2021-00000203,Central Name,Central Name 2,Gates - Preschool Special Education Services,2021-02-01 00:00:00,2023-06-30 00:00:00,0.0100
"1010-ARP Legislature,ARP",2021-00000175,Central Name,Central Name 2,Next Step - Website Updates - Leg ,2021-02-01 00:00:00,2023-01-31 00:00:00,20000.0000
"6010-DSS Services DSS,DSS Services",2021-00000255,Central Name,Central Name 2,Institute for Family Health - FCAC Medical Consultant,2021-02-01 00:00:00,2022-01-31 00:00:00,10000.0300
"6010-DSS Services DSS,DSS Services",2021-00000047,Central Name,Central Name 2,UC District Attorney - FCAC Law Enforcement Coordinator ,2021-02-01 00:00:00,2022-01-31 00:00:00,75000.0100
"6290-DSS Services Office of Employment & Training,DSS Services",2021-00000164,Central Name,Central Name 2,J's Painting - On The Job Training - Construction Laborer,2021-02-03 00:00:00,2021-07-30 00:00:00,5906.2500
"8021-DSS Legal Economic Development,Legal",2021-00000328,Central Name,Central Name 2,REVENUE: NYSCDBG Small Business Project #1160SB966-21,2021-02-04 00:00:00,2023-02-03 00:00:00,95558.0000
"8021-DSS Legal Economic Development,Legal",2021-00000209,Central Name,Central Name 2,One Ocean Media Foundation,2021-02-05 00:00:00,2021-04-14 00:00:00,9500.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2021-00000165,Central Name,Central Name 2,Metal Guru - On The Job Training - Production Worker,2021-02-08 00:00:00,2021-08-06 00:00:00,6075.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2021-00000114,Central Name,Central Name 2,GovPayNet/AllPaid -  Bails/Fines Credit Card Collection Services,2021-02-08 00:00:00,2030-02-07 00:00:00,0.0100
"1165-ARP District Attorney,ARP",2021-00000176,Central Name,Central Name 2,Chrysler/CCAP -Auto Lease 2021 Jeep Cherokee VIN#32683.64310 (DA,2021-02-26 00:00:00,2024-02-26 00:00:00,12994.3300
"1490-DPW Eng DPW,Engineering",2021-00000136,Central Name,Central Name 2,HVEA - Bridge Substructure Repairs Design - RFP-UC20-068,2021-03-01 00:00:00,2022-02-28 00:00:00,66000.1600
"6010-DSS Services DSS,DSS Services",2021-00000040,Central Name,Central Name 2,Resource Center (RCAL) - Representative Payee,2021-03-01 00:00:00,2024-02-28 00:00:00,140400.0000
"8090-OBS Environment,Office of Business Services",2021-00000127,Central Name,Central Name 2,Fabia Wargin Design - Green New Deal Logo,2021-03-01 00:00:00,2021-07-31 00:00:00,5000.0000
"3020-Insurance Emergency Management / E911,Insurance",2021-00000205,Central Name,Central Name 2,REVENUE: NYS DHSES - Statewide Interoperable 2018 Targeted ,2021-03-01 00:00:00,2025-02-28 00:00:00,6000000.0000
"6010-DSS Services DSS,DSS Services",2021-00000173,Central Name,Central Name 2,Consumer Directed Choices - Consumer Directed Care,2021-03-01 00:00:00,2022-02-28 00:00:00,0.0400
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000290,Central Name,Central Name 2,Kingston Mall - Marketing License - COVID Vaccination Clinic,2021-03-01 00:00:00,2021-06-30 00:00:00,0.0100
"1420-Central Svc County Attorney,Central Services",2021-00000283,Central Name,Central Name 2,"O'Connell and Aronowitz, P.C. - Bankruptcy Services",2021-03-01 00:00:00,2021-12-31 00:00:00,7000.0400
"6010-DSS Services DSS,DSS Services",2021-00000167,Central Name,Central Name 2,Saugerties - FCAC Investigator,2021-03-01 00:00:00,2022-02-28 00:00:00,75000.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2021-00000110,Central Name,Central Name 2,Kingston - Midtown Linear Park Maintenance and Repair Agreement,2021-03-01 00:00:00,2041-02-28 00:00:00,0.0000
"6010-DSS Services DSS,DSS Services",2021-00000192,Central Name,Central Name 2,Preferred Home Care - Consumer Directed Care,2021-03-01 00:00:00,2022-02-28 00:00:00,0.0900
"6010-DSS Services DSS,DSS Services",2021-00000191,Central Name,Central Name 2,Preferred Home Care - Personal Care Services,2021-03-01 00:00:00,2021-12-31 00:00:00,0.0500
"4010-Health Adm Health,Health Administration",2021-00000284,Central Name,Central Name 2,Catholic Charities - Care Packages,2021-03-01 00:00:00,2022-04-30 00:00:00,8800.0000
"6010-DSS Services DSS,DSS Services",2021-00000168,Central Name,Central Name 2,Ellenville - FCAC Investigator,2021-03-01 00:00:00,2022-02-28 00:00:00,75000.0000
"1490-DPW Eng DPW,Engineering",2021-00000137,Central Name,Central Name 2,MJ Engineering - Bridge Superstructure Repairs Design,2021-03-01 00:00:00,2023-02-28 00:00:00,114000.2400
"3410-STOP DWI Fire Fighting,STOP DWI",2019-00000723,Central Name,Central Name 2,Intermunicipal Cooperation Agreement Between Greene & Ulster,2021-03-15 00:00:00,2026-12-31 00:00:00,0.0100
"3110-Sher Admin Sheriff,Sheriff Administration",2021-00000177,Central Name,Central Name 2,OCV LLC - The Sheriff's App ( Sheriff's Version ),2021-03-15 00:00:00,2023-03-14 00:00:00,32490.0000
"1310-RPTSA Finance,Real Property Tax Service Agency",2021-00000160,Central Name,Central Name 2,Granicus LLC - Short Term Rental Monitoring Software,2021-03-16 00:00:00,2022-03-15 00:00:00,26750.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2021-00000210,Central Name,Central Name 2,Dolphin_-_On the Job Training:_-_Junior Mechanic,2021-03-22 00:00:00,2021-09-17 00:00:00,7425.0000
"1310-RPTSA Finance,Real Property Tax Service Agency",2021-00000280,Central Name,Central Name 2,City of Kingston - Sharing of Information for Short Term Rental,2021-03-23 00:00:00,2026-03-22 00:00:00,0.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2021-00000245,Central Name,Central Name 2,Rycor - On The Job Training - HVAC Mechanic,2021-03-29 00:00:00,2021-10-01 00:00:00,6615.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2021-00000247,Central Name,Central Name 2,Madison Square Design - On The Job Training - Interior Designer,2021-03-29 00:00:00,2021-09-24 00:00:00,9042.0000
"4010-Health Ed Health,Health Education",2021-00000145,Central Name,Central Name 2,Zero Overdose - On-line OUD Portal,2021-03-31 00:00:00,2022-09-30 00:00:00,35000.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2021-00000015,Central Name,Central Name 2,NYCOMCO - Lease Radio Equipment - Corrections,2021-04-01 00:00:00,2027-03-31 00:00:00,363780.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B20-060,Central Name,Central Name 2,Chemung - Steel Sheet Piling,2021-04-01 00:00:00,2022-03-31 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B20-067A,Central Name,Central Name 2,"American Diversity - Printed Stationery, Envelopes & NCR Forms",2021-04-01 00:00:00,2022-03-31 00:00:00,0.6100
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B20-067C,Central Name,Central Name 2,"Star Press - Printed Stationery, Envelopes & NCR Forms ",2021-04-01 00:00:00,2022-03-31 00:00:00,0.8100
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001A,Central Name,Central Name 2,209 Sand & Gravel - Road Materials,2021-04-01 00:00:00,2022-03-31 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001C,Central Name,Central Name 2,Callanan Monticello - Road Materials ,2021-04-01 00:00:00,2022-03-31 00:00:00,0.2000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001D,Central Name,Central Name 2,Callanan East Kingston - Road Materials ,2021-04-01 00:00:00,2022-03-31 00:00:00,0.3800
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001E,Central Name,Central Name 2,Callanan South Bethlehem - Road Materials,2021-04-01 00:00:00,2022-03-31 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001F,Central Name,Central Name 2,Cranesville Block - Road Materials,2021-04-01 00:00:00,2022-03-31 00:00:00,0.1000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001G,Central Name,Central Name 2,E Tetz & Sons Middletown - Road Materials ,2021-04-01 00:00:00,2022-03-31 00:00:00,0.0200
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B21-001H,Central Name,Central Name 2,E. Tetz Mongaup Valley - Road Materials ,2021-04-01 00:00:00,2022-03-31 00:00:00,0.0000
